Year,Province,Division,District,Admin_Type,Urban_Rural,Dominant_Sector,Population,Population_Density,Area_km2,Literacy_Rate,Male_Literacy,Female_Literacy,GDP_Per_Capita,Poverty_Rate,Unemployment_Rate,Num_Schools,Num_Hospitals,Electricity_Access,Water_Access,Road_Network_km,Annual_Rainfall_mm,Avg_Temperature_C,Crime_Rate_per100k,Health_Expenditure_PKR,Education_Expenditure_PKR,Agriculture_Share_pct,Infant_Mortality_per1000,Life_Expectancy
2016,Sindh,Hyderabad,Badin,District,Rural,Manufacturing,3656283,1449.59,2522.3,62.5,70.44,54.14,81880.0,25.1,11.43,1132,89,67.64,69.86,2131,239.9,20.4,27.37,2809.0,5519.0,32.52,39.31,64.45
2017,Sindh,Hyderabad,Badin,District,Urban,Manufacturing,3848578,855.46,4498.8,56.87,67.81,51.75,90326.0,35.63,11.53,892,53,64.05,53.73,1597,149.8,19.5,48.11,2276.0,5818.0,35.7,46.85,62.18
2018,Sindh,Hyderabad,Badin,District,Urban,Agriculture,3917094,1419.14,2760.2,64.57,67.88,47.56,80573.0,28.59,8.9,859,64,62.41,69.08,1435,182.6,22.7,23.88,1715.0,3314.0,45.0,31.71,65.75
2019,Sindh,Hyderabad,Badin,District,Urban,Education,3903577,522.79,7466.8,59.97,63.33,49.63,71203.0,34.79,8.32,1596,50,62.47,67.43,8044,128.3,28.3,23.45,2136.0,3257.0,15.17,44.74,59.32
2020,Sindh,Hyderabad,Badin,District,Rural,Manufacturing,3947618,1148.55,3437.0,62.26,65.05,42.7,101342.0,23.58,13.61,1319,65,66.2,62.35,3952,100.5,31.2,18.52,2821.0,4502.0,35.81,32.13,66.67
2021,Sindh,Hyderabad,Badin,District,Urban,Manufacturing,3988091,1349.87,2954.4,63.29,67.12,53.84,72315.0,27.65,10.98,1260,88,60.3,64.63,3366,174.2,30.4,21.5,3054.0,2266.0,47.3,42.62,64.29
2022,Sindh,Hyderabad,Badin,District,Rural,Education,4023169,1492.46,2695.7,66.04,75.46,54.81,78222.0,23.04,12.35,1439,76,61.05,62.16,1770,232.7,28.0,31.03,3492.0,4947.0,40.37,41.84,63.74
2023,Sindh,Hyderabad,Badin,District,Semi-Urban,Agriculture,3917815,495.03,7914.3,60.91,64.44,41.52,117161.0,28.66,11.29,991,47,68.27,63.15,6980,156.1,28.5,16.44,5761.0,5568.0,46.21,42.49,64.76
2024,Sindh,Hyderabad,Badin,District,Rural,Mining,4189228,2190.53,1912.4,56.6,59.07,46.1,95182.0,40.47,7.98,1982,79,55.72,51.21,1622,207.3,29.1,23.36,2704.0,4344.0,17.29,47.44,63.95
2015,Sindh,Hyderabad,Dadu,District,Semi-Urban,Agriculture,1290868,209.75,6154.2,53.54,56.89,46.5,88790.0,33.51,10.34,301,24,50.19,65.39,3040,224.7,21.3,25.97,4114.0,3480.0,28.06,57.89,60.45
2016,Sindh,Hyderabad,Dadu,District,Rural,Construction,1310859,326.63,4013.3,52.08,62.64,46.92,62025.0,37.83,10.17,594,16,56.93,52.82,3406,191.3,31.1,19.71,1887.0,3880.0,16.39,49.19,57.11
2017,Sindh,Hyderabad,Dadu,District,Rural,Manufacturing,1333104,739.91,1801.7,69.07,73.65,55.73,95379.0,26.06,7.26,339,25,63.34,76.78,587,282.0,28.3,17.23,2683.0,6363.0,31.94,36.26,63.69
2018,Sindh,Hyderabad,Dadu,District,Rural,Manufacturing,1409786,309.75,4551.4,63.02,69.56,57.77,52232.0,33.19,11.66,417,14,68.71,69.75,4076,259.4,30.8,13.23,1252.0,1676.0,17.34,39.17,69.33
2019,Sindh,Hyderabad,Dadu,District,Urban,Construction,1393623,196.56,7090.1,73.72,80.48,56.25,80317.0,21.72,8.44,430,15,76.26,73.59,4176,245.9,31.4,23.13,2234.0,2750.0,38.62,32.86,67.91
2020,Sindh,Hyderabad,Dadu,District,Rural,Services,1494048,214.45,6967.0,59.56,68.33,52.24,93951.0,27.47,10.92,312,34,59.0,61.45,5261,207.4,30.9,15.28,4503.0,3495.0,38.3,37.19,65.47
2021,Sindh,Hyderabad,Dadu,District,Urban,Manufacturing,1436000,187.26,7668.4,63.32,66.8,47.45,56605.0,27.27,11.0,330,23,62.9,64.5,6629,242.5,30.8,33.15,1899.0,3440.0,21.13,36.04,61.97
2022,Sindh,Hyderabad,Dadu,District,Semi-Urban,Education,1402388,950.82,1474.9,59.76,67.29,40.02,69092.0,35.4,10.36,621,32,61.75,70.12,1257,108.4,27.8,10.02,2770.0,4535.0,46.33,43.2,63.25
2023,Sindh,Hyderabad,Dadu,District,Rural,Education,1666871,1913.46,871.1,54.5,66.22,47.95,91543.0,30.81,8.57,372,28,49.59,58.91,539,145.1,20.1,19.2,3474.0,5438.0,37.78,49.24,59.0
2024,Sindh,Hyderabad,Dadu,District,Urban,Manufacturing,1720466,1359.86,1265.2,67.88,70.09,60.15,67279.0,28.81,11.1,680,18,75.27,72.66,543,150.0,25.8,25.25,2104.0,3033.0,48.57,40.8,65.69
2015,Sindh,Hyderabad,Hyderabad,District,Semi-Urban,Healthcare,1736719,324.9,5345.4,56.31,61.21,48.28,80466.0,31.85,10.82,381,33,53.61,62.58,1692,238.5,29.4,23.82,2822.0,4083.0,23.59,42.77,62.83
2016,Sindh,Hyderabad,Hyderabad,District,Urban,Healthcare,1776167,596.14,2979.5,59.9,65.4,47.29,82201.0,33.12,11.61,631,43,56.41,68.12,1733,222.8,23.3,31.98,3587.0,3940.0,37.54,47.86,62.37
2017,Sindh,Hyderabad,Hyderabad,District,Urban,Services,1794272,963.4,1862.4,54.27,60.79,45.25,92425.0,33.43,12.2,546,22,51.24,63.68,1890,248.2,23.8,16.42,2292.0,4099.0,32.41,50.48,63.97
2018,Sindh,Hyderabad,Hyderabad,District,Rural,Agriculture,1809831,253.35,7143.7,63.75,67.26,44.84,76602.0,27.77,12.01,593,40,69.52,56.86,4217,230.8,26.0,4.53,3519.0,5144.0,22.86,28.25,61.77
2019,Sindh,Hyderabad,Hyderabad,District,Rural,Mining,1881818,381.27,4935.6,49.74,58.2,32.55,53487.0,36.28,9.14,638,23,53.49,46.93,4691,148.9,27.4,33.66,2135.0,3646.0,17.76,52.21,58.04
2020,Sindh,Hyderabad,Hyderabad,District,Rural,Agriculture,1834985,608.78,3014.2,60.12,68.66,53.51,78389.0,36.56,12.01,660,25,63.8,62.12,1022,119.4,20.9,35.18,2917.0,5022.0,44.21,39.63,61.73
2021,Sindh,Hyderabad,Hyderabad,District,Rural,Agriculture,1905875,1941.32,981.7,67.16,74.27,50.92,115026.0,34.82,10.2,485,37,62.72,76.08,922,134.6,19.1,40.41,4158.0,7452.0,51.03,40.16,64.39
2022,Sindh,Hyderabad,Hyderabad,District,Semi-Urban,Manufacturing,2044560,257.64,7935.8,68.26,73.35,62.38,94881.0,23.94,8.75,706,50,72.89,60.21,8359,165.3,25.8,17.12,3815.0,3008.0,23.75,37.03,63.35
2023,Sindh,Hyderabad,Hyderabad,District,Semi-Urban,Healthcare,2030166,475.61,4268.6,59.18,65.05,43.12,100330.0,34.94,14.28,423,30,61.12,55.19,2814,162.7,22.6,31.49,2942.0,6001.0,28.08,41.22,61.73
2024,Sindh,Hyderabad,Hyderabad,District,Rural,Agriculture,2166922,1015.98,2132.8,62.52,64.69,54.62,115411.0,28.92,13.28,545,46,58.38,71.74,1185,261.7,20.5,16.91,4426.0,5918.0,41.06,38.85,62.06
2015,Sindh,Hyderabad,Jamshoro,District,Urban,Mining,3257791,432.5,7532.5,53.36,63.61,41.66,88964.0,31.31,11.52,685,43,60.95,62.67,6287,118.0,30.1,43.77,3415.0,4716.0,28.28,49.18,59.33
2016,Sindh,Hyderabad,Jamshoro,District,Semi-Urban,Agriculture,3333277,765.8,4352.7,60.7,70.15,44.63,86624.0,28.47,10.21,1283,39,54.92,55.98,1326,186.4,23.7,27.21,4166.0,5191.0,41.78,43.44,65.87
2017,Sindh,Hyderabad,Jamshoro,District,Rural,Services,3412579,983.39,3470.2,66.99,71.34,54.05,60051.0,30.13,8.89,738,84,69.77,63.48,2768,135.9,21.4,40.88,1493.0,2805.0,41.94,41.44,63.43
2018,Sindh,Hyderabad,Jamshoro,District,Rural,Manufacturing,3562551,562.12,6337.7,56.78,68.11,40.43,60379.0,31.83,12.92,828,81,57.87,58.94,6714,186.4,29.5,26.83,3006.0,2311.0,48.6,54.15,59.34
2019,Sindh,Hyderabad,Jamshoro,District,Urban,Mining,3692399,1089.13,3390.2,60.11,63.25,50.07,91802.0,35.94,10.36,845,37,57.32,60.77,3802,280.0,19.2,34.2,3902.0,5574.0,38.4,42.49,63.89
2020,Sindh,Hyderabad,Jamshoro,District,Rural,Mining,3499650,1483.69,2358.7,52.79,56.8,35.93,83807.0,31.84,12.34,957,35,49.14,64.34,1031,138.0,27.3,27.22,3368.0,5361.0,20.15,49.31,63.31
2021,Sindh,Hyderabad,Jamshoro,District,Rural,Construction,3851098,532.45,7232.8,48.47,57.48,32.43,69766.0,33.5,8.53,1138,50,56.47,51.77,5379,165.1,31.1,23.0,1594.0,2214.0,28.27,35.22,59.27
2022,Sindh,Hyderabad,Jamshoro,District,Rural,Mining,3976488,594.27,6691.4,61.01,63.76,52.3,108722.0,24.92,9.5,1589,50,68.92,62.31,4684,271.3,29.4,21.02,3511.0,5265.0,15.73,53.02,61.1
2023,Sindh,Hyderabad,Jamshoro,District,Semi-Urban,Healthcare,3894922,500.99,7774.5,59.57,68.32,51.89,65416.0,38.16,7.94,1195,42,63.26,61.45,7453,159.8,27.3,14.94,2685.0,2949.0,54.58,43.84,67.38
2024,Sindh,Hyderabad,Jamshoro,District,Semi-Urban,Manufacturing,4155016,922.52,4504.0,61.29,68.37,51.67,123064.0,29.63,11.56,968,54,60.47,68.69,2743,127.7,24.3,17.84,3286.0,5035.0,35.45,41.92,64.13
2015,Sindh,Hyderabad,Matiari,District,Urban,Services,2103608,348.49,6036.3,62.77,69.0,48.51,90840.0,31.77,9.46,451,28,65.61,62.25,2152,225.5,20.0,19.24,3010.0,4973.0,54.48,35.87,64.0
2016,Sindh,Hyderabad,Matiari,District,Urban,Mining,2150120,462.46,4649.3,53.86,59.91,40.29,81109.0,31.17,12.84,567,36,58.67,50.88,2204,170.4,26.6,23.44,3102.0,4069.0,13.39,48.81,61.28
2017,Sindh,Hyderabad,Matiari,District,Rural,Mining,2178121,939.25,2319.0,59.72,71.69,46.72,73899.0,26.18,11.24,482,30,63.19,54.88,1809,246.6,25.5,27.32,2066.0,3151.0,23.18,36.66,64.91
2018,Sindh,Hyderabad,Matiari,District,Urban,Construction,2297386,433.46,5300.1,60.55,63.95,53.09,60100.0,27.25,14.57,519,24,59.4,54.89,3499,267.1,31.8,28.97,2199.0,3971.0,30.64,40.68,64.3
2019,Sindh,Hyderabad,Matiari,District,Rural,Services,2192943,867.05,2529.2,49.24,59.99,35.91,87409.0,36.0,11.91,487,35,45.88,46.28,1856,211.3,25.6,39.39,3497.0,4513.0,46.2,52.25,62.44
2020,Sindh,Hyderabad,Matiari,District,Urban,Agriculture,2276517,561.69,4053.0,64.87,76.47,57.63,93554.0,25.6,11.22,505,26,59.97,62.09,1388,296.8,21.3,10.24,2468.0,5350.0,45.47,40.44,61.49
2021,Sindh,Hyderabad,Matiari,District,Semi-Urban,Healthcare,2482769,704.39,3524.7,62.6,67.53,52.24,108165.0,26.62,8.64,657,26,65.29,66.11,2850,103.5,31.6,31.73,4842.0,7480.0,35.11,41.92,62.8
2022,Sindh,Hyderabad,Matiari,District,Rural,Healthcare,2528396,934.22,2706.4,60.96,64.58,47.99,121551.0,28.82,13.07,755,58,66.28,70.09,896,282.5,27.2,25.65,2843.0,7294.0,49.52,44.67,62.15
2023,Sindh,Hyderabad,Matiari,District,Rural,Construction,2478143,1743.25,1421.6,63.38,70.22,57.73,124540.0,28.98,5.87,920,26,61.59,73.25,1141,126.3,26.3,19.22,5962.0,7814.0,39.94,39.57,60.26
2024,Sindh,Hyderabad,Matiari,District,Rural,Manufacturing,2499748,3165.66,789.6,63.38,68.54,51.22,82270.0,28.11,15.31,1030,28,58.8,72.08,367,222.3,24.1,21.68,3756.0,2879.0,29.15,39.72,66.14
2015,Sindh,Hyderabad,Tando Allahyar,District,Rural,Manufacturing,736437,137.49,5356.4,49.22,59.07,39.89,100912.0,30.32,10.3,255,8,48.17,47.98,4503,280.2,22.3,29.04,3006.0,3416.0,26.76,45.4,60.44
2016,Sindh,Hyderabad,Tando Allahyar,District,Semi-Urban,Agriculture,758973,346.69,2189.2,57.49,67.78,49.99,60673.0,39.36,10.4,376,8,66.28,54.61,663,245.7,21.1,25.95,1667.0,2130.0,50.48,44.49,62.6
2017,Sindh,Hyderabad,Tando Allahyar,District,Semi-Urban,Education,758129,108.04,7016.9,63.2,69.45,50.78,53559.0,24.62,10.32,158,8,60.43,69.29,5550,128.6,31.6,26.97,1467.0,2349.0,22.18,40.72,65.13
2018,Sindh,Hyderabad,Tando Allahyar,District,Urban,Services,776981,166.87,4656.1,59.7,65.76,50.01,93435.0,29.29,7.41,309,10,58.31,64.37,3447,169.3,28.0,47.16,3592.0,4480.0,53.99,47.82,60.95
2019,Sindh,Hyderabad,Tando Allahyar,District,Rural,Healthcare,770501,172.44,4468.2,51.51,57.18,43.06,112522.0,35.63,10.59,197,12,55.35,48.95,1908,190.8,21.8,23.52,3730.0,5756.0,19.67,41.86,59.52
2020,Sindh,Hyderabad,Tando Allahyar,District,Rural,Manufacturing,847879,632.27,1341.0,61.94,66.84,53.95,103100.0,31.76,9.15,194,12,61.09,58.66,446,261.2,26.0,26.51,2778.0,5198.0,50.56,38.43,64.61
2021,Sindh,Hyderabad,Tando Allahyar,District,Urban,Mining,785265,175.52,4473.9,57.88,61.7,43.86,67720.0,24.98,13.06,240,8,53.12,53.22,3252,265.1,25.3,23.76,2441.0,2506.0,52.14,46.18,60.29
2022,Sindh,Hyderabad,Tando Allahyar,District,Rural,Services,923352,142.98,6458.0,63.58,67.39,57.64,60386.0,29.33,9.62,268,13,57.36,70.58,4312,187.0,22.4,2.21,2714.0,2325.0,30.03,42.05,65.65
2023,Sindh,Hyderabad,Tando Allahyar,District,Urban,Agriculture,850652,129.06,6591.3,69.93,74.72,62.11,74214.0,27.93,8.5,195,19,70.61,76.71,6338,171.2,27.6,21.12,2470.0,3351.0,27.17,35.33,68.51
2024,Sindh,Hyderabad,Tando Allahyar,District,Rural,Services,835076,169.86,4916.4,65.98,74.27,47.65,122054.0,28.24,12.72,380,14,62.53,64.0,1707,217.5,26.1,20.12,4592.0,6522.0,29.35,46.73,61.47
2015,Sindh,Hyderabad,Tando M. Khan,District,Urban,Mining,803889,161.85,4966.8,61.79,64.74,51.68,47893.0,28.1,4.34,266,14,55.86,70.64,3321,266.5,27.6,27.66,1708.0,3170.0,13.82,42.92,63.82
2016,Sindh,Hyderabad,Tando M. Khan,District,Semi-Urban,Mining,815348,316.39,2577.0,65.21,73.04,49.35,64569.0,27.62,11.84,169,9,63.15,70.45,2885,280.2,27.4,29.15,2010.0,3939.0,29.71,35.81,66.28
2017,Sindh,Hyderabad,Tando M. Khan,District,Urban,Mining,840071,175.65,4782.6,58.45,67.9,52.37,88168.0,31.14,11.37,197,17,60.38,51.9,4057,218.5,20.5,34.61,4136.0,5628.0,30.82,48.15,66.69
2018,Sindh,Hyderabad,Tando M. Khan,District,Urban,Services,880901,320.99,2744.3,59.38,67.19,49.46,102935.0,37.05,11.14,243,11,67.05,59.51,3109,116.4,18.2,43.91,4563.0,6340.0,23.47,37.89,62.75
2019,Sindh,Hyderabad,Tando M. Khan,District,Rural,Healthcare,904327,214.17,4222.5,57.61,61.71,43.03,64567.0,29.41,12.46,195,12,57.72,59.43,2917,116.6,28.2,14.48,2330.0,3939.0,32.62,40.05,62.97
2020,Sindh,Hyderabad,Tando M. Khan,District,Urban,Healthcare,907102,114.91,7893.8,56.58,64.76,40.52,94580.0,34.68,11.94,201,20,65.1,54.83,7484,102.3,29.5,26.21,3680.0,3469.0,51.26,48.76,63.76
2021,Sindh,Hyderabad,Tando M. Khan,District,Rural,Education,866785,1016.81,852.5,67.83,76.11,57.22,87262.0,17.9,9.78,294,11,67.42,66.11,642,141.5,29.5,12.21,3711.0,5252.0,39.56,31.04,67.28
2022,Sindh,Hyderabad,Tando M. Khan,District,Rural,Healthcare,933711,149.01,6266.0,58.43,66.27,49.81,110615.0,34.44,10.65,233,18,62.69,50.06,4883,248.9,19.7,28.61,5042.0,7676.0,10.47,46.09,61.18
2023,Sindh,Hyderabad,Tando M. Khan,District,Rural,Agriculture,924912,322.99,2863.6,59.97,70.52,43.0,106129.0,32.96,11.02,391,11,54.6,52.15,1589,206.2,29.6,11.23,2317.0,3760.0,42.27,33.8,61.83
2024,Sindh,Hyderabad,Tando M. Khan,District,Semi-Urban,Services,921642,263.07,3503.5,64.53,70.93,57.43,94808.0,29.46,9.04,195,9,70.0,65.47,2658,141.1,28.6,36.48,3602.0,5000.0,19.77,39.92,68.38
2015,Sindh,Hyderabad,Thatta,District,Rural,Manufacturing,1379865,238.63,5782.4,57.13,68.69,46.63,82121.0,36.79,9.88,355,18,66.05,68.09,2181,268.3,24.0,16.35,2466.0,3731.0,30.27,45.82,61.34
2016,Sindh,Hyderabad,Thatta,District,Rural,Manufacturing,1406619,295.46,4760.7,60.68,69.28,46.47,82490.0,29.76,8.74,458,16,56.34,59.17,3448,149.2,31.4,10.61,2099.0,2568.0,47.72,49.45,62.11
2017,Sindh,Hyderabad,Thatta,District,Urban,Education,1418660,177.87,7975.8,64.41,68.97,47.3,85583.0,28.71,9.91,359,21,63.11,59.73,5351,135.4,19.2,26.39,1801.0,2926.0,46.77,38.76,67.76
2018,Sindh,Hyderabad,Thatta,District,Urban,Agriculture,1529789,200.87,7615.9,59.11,70.86,50.12,79452.0,27.85,8.52,391,29,61.23,66.6,3579,283.8,23.7,20.37,2924.0,2387.0,53.35,49.71,64.23
2019,Sindh,Hyderabad,Thatta,District,Rural,Healthcare,1506894,607.51,2480.4,52.22,56.92,43.33,65099.0,38.12,10.71,435,28,49.01,61.53,2036,274.5,21.7,26.0,2458.0,4021.0,15.22,43.05,61.42
2020,Sindh,Hyderabad,Thatta,District,Rural,Manufacturing,1624363,337.46,4813.5,51.75,60.67,37.35,92186.0,37.07,13.88,760,23,50.48,59.11,2194,283.5,30.0,24.25,3328.0,5930.0,10.16,41.35,56.11
2021,Sindh,Hyderabad,Thatta,District,Rural,Healthcare,1681140,269.44,6239.5,55.38,64.87,45.45,90209.0,36.09,11.77,364,19,55.1,64.19,4628,147.4,29.6,19.66,3032.0,5911.0,30.42,43.6,57.8
2022,Sindh,Hyderabad,Thatta,District,Rural,Services,1484863,226.86,6545.3,72.72,82.37,56.08,126763.0,23.18,13.06,304,14,77.28,76.96,7542,267.8,29.5,23.37,4781.0,7657.0,11.58,37.9,70.5
2023,Sindh,Hyderabad,Thatta,District,Semi-Urban,Services,1782598,873.14,2041.6,60.26,67.01,51.0,95559.0,34.0,13.88,522,22,59.62,61.46,785,246.5,21.0,22.05,3968.0,5179.0,10.63,40.23,63.36
2024,Sindh,Hyderabad,Thatta,District,Rural,Agriculture,1731863,226.79,7636.4,62.24,66.89,55.24,67539.0,26.51,7.1,671,19,69.12,72.29,8640,137.3,19.8,18.83,1488.0,4315.0,17.51,43.31,61.96
2015,Sindh,Karachi,Karachi Central,District,Semi-Urban,Education,3470651,4558.39,761.4,59.21,66.16,43.6,50100.0,26.99,12.81,877,51,55.3,55.7,414,155.9,18.3,32.47,1851.0,1823.0,36.62,43.54,64.44
2016,Sindh,Karachi,Karachi Central,District,Rural,Construction,3537567,520.12,6801.4,56.34,65.85,49.18,94602.0,34.78,10.91,900,81,57.95,60.22,2212,119.8,26.9,17.95,3964.0,4950.0,34.48,53.41,58.16
2017,Sindh,Karachi,Karachi Central,District,Semi-Urban,Healthcare,3566930,1475.04,2418.2,59.13,62.98,42.23,72551.0,37.09,10.77,743,55,55.97,57.72,2662,298.4,29.8,24.4,2856.0,2798.0,10.63,44.81,62.49
2018,Sindh,Karachi,Karachi Central,District,Rural,Education,3688289,549.4,6713.3,62.93,66.43,50.81,56246.0,28.07,14.23,1711,71,62.38,62.12,5958,237.5,21.0,34.62,1220.0,3780.0,27.97,39.86,65.5
2019,Sindh,Karachi,Karachi Central,District,Rural,Services,3898303,1293.33,3014.2,60.34,67.78,49.2,52795.0,29.14,11.14,890,61,66.35,65.72,2165,114.0,23.0,25.73,2014.0,1647.0,11.4,56.71,60.44
2020,Sindh,Karachi,Karachi Central,District,Rural,Manufacturing,3691134,1229.75,3001.5,57.37,59.71,41.08,69097.0,30.43,11.41,840,37,52.02,57.99,1153,223.1,19.3,27.83,1805.0,4320.0,30.32,47.46,61.23
2021,Sindh,Karachi,Karachi Central,District,Urban,Construction,4005124,990.24,4044.6,52.86,61.96,34.81,106981.0,31.34,12.57,1798,63,49.72,47.33,4097,260.9,21.6,35.02,5345.0,3684.0,22.57,59.25,62.77
2022,Sindh,Karachi,Karachi Central,District,Urban,Healthcare,3830143,495.29,7733.1,53.85,63.45,36.47,114950.0,32.6,12.85,1119,94,52.32,50.67,8797,110.8,31.7,19.54,2753.0,5106.0,23.19,46.75,62.76
2023,Sindh,Karachi,Karachi Central,District,Urban,Education,3827869,2421.89,1580.5,65.59,67.76,50.62,87203.0,28.61,11.58,1505,40,63.08,57.4,1645,290.9,30.8,26.83,3831.0,4271.0,22.22,48.78,65.15
2024,Sindh,Karachi,Karachi Central,District,Urban,Education,3951006,1916.26,2061.8,55.77,62.43,49.59,107019.0,25.71,12.98,1550,50,55.49,49.3,1652,284.6,24.6,27.85,5256.0,6109.0,46.83,44.22,59.6
2015,Sindh,Karachi,Karachi East,District,Urban,Manufacturing,1576225,322.83,4882.6,62.05,69.86,43.1,86523.0,29.9,11.0,516,25,57.81,54.87,5004,233.5,22.5,27.63,3133.0,3996.0,47.87,43.23,66.1
2016,Sindh,Karachi,Karachi East,District,Semi-Urban,Agriculture,1621834,321.16,5049.9,71.67,74.94,56.55,63996.0,28.92,8.18,449,25,71.69,69.48,5641,275.8,31.7,27.07,2240.0,2609.0,30.86,29.92,63.76
2017,Sindh,Karachi,Karachi East,District,Rural,Construction,1644424,268.74,6119.0,66.67,77.13,57.3,49245.0,25.28,8.66,496,20,74.65,76.2,3492,121.9,18.5,30.5,1059.0,2603.0,15.88,44.62,65.34
2018,Sindh,Karachi,Karachi East,District,Semi-Urban,Services,1713131,256.49,6679.1,61.42,73.21,44.64,83862.0,30.02,11.52,365,17,61.17,71.44,5068,225.1,29.7,27.93,2358.0,5684.0,22.54,33.33,65.73
2019,Sindh,Karachi,Karachi East,District,Semi-Urban,Construction,1646580,755.31,2180.0,66.36,70.03,60.37,61299.0,17.36,14.47,336,25,63.84,60.16,2000,242.9,18.1,9.81,2591.0,3963.0,43.46,37.05,64.83
2020,Sindh,Karachi,Karachi East,District,Urban,Mining,1731612,244.24,7089.9,70.6,82.54,54.44,75041.0,19.4,11.57,404,43,63.85,70.98,2836,175.4,29.1,13.62,1512.0,3801.0,30.4,34.45,64.95
2021,Sindh,Karachi,Karachi East,District,Urban,Healthcare,1820390,227.7,7994.5,61.84,71.37,51.07,109481.0,32.86,9.62,770,38,67.63,53.02,4089,291.0,29.9,18.32,4441.0,4167.0,38.25,45.97,63.49
2022,Sindh,Karachi,Karachi East,District,Urban,Healthcare,1828288,329.46,5549.4,58.63,64.0,41.7,116715.0,37.33,10.34,378,24,59.66,64.16,6414,108.9,18.1,11.86,5635.0,7547.0,34.45,48.89,60.73
2023,Sindh,Karachi,Karachi East,District,Urban,Agriculture,1900933,780.64,2435.1,61.99,66.48,46.72,93490.0,29.79,10.75,695,44,69.61,69.01,2315,294.5,25.2,29.29,2555.0,4471.0,15.34,38.83,66.4
2024,Sindh,Karachi,Karachi East,District,Urban,Agriculture,2115564,1857.84,1138.7,55.46,65.5,41.86,99689.0,31.43,14.99,928,27,59.6,61.02,535,165.9,20.0,37.81,2771.0,6372.0,16.75,56.93,62.6
2015,Sindh,Karachi,Karachi South,District,Rural,Construction,749633,326.81,2293.8,49.22,58.26,35.49,64437.0,37.2,10.31,231,17,49.12,60.71,1599,221.4,21.5,25.31,2673.0,2179.0,48.85,44.96,61.23
2016,Sindh,Karachi,Karachi South,District,Rural,Healthcare,767446,143.99,5329.7,60.09,64.31,53.02,62850.0,32.66,7.75,374,15,65.63,69.28,2985,237.7,20.1,15.25,1259.0,4301.0,30.1,37.47,62.67
2017,Sindh,Karachi,Karachi South,District,Rural,Manufacturing,779577,251.49,3099.9,63.74,75.45,53.37,49884.0,26.6,11.83,167,11,67.7,72.28,3583,193.5,29.1,35.71,1330.0,3483.0,28.52,35.71,62.99
2018,Sindh,Karachi,Karachi South,District,Rural,Healthcare,773345,455.97,1696.0,51.49,62.87,36.19,68492.0,33.95,10.92,338,8,60.6,54.8,1472,166.4,25.7,26.0,2042.0,3601.0,38.28,45.58,61.89
2019,Sindh,Karachi,Karachi South,District,Rural,Manufacturing,802464,230.47,3481.9,70.67,73.95,64.86,109148.0,19.27,9.29,172,18,72.63,64.45,2480,152.9,23.7,21.47,2280.0,6433.0,20.9,47.16,63.55
2020,Sindh,Karachi,Karachi South,District,Rural,Services,863311,109.6,7877.1,55.14,59.79,40.32,64394.0,34.13,9.31,362,10,63.51,55.42,2444,170.2,19.8,31.96,2709.0,3053.0,33.96,43.02,63.97
2021,Sindh,Karachi,Karachi South,District,Rural,Construction,834952,132.76,6289.3,59.83,70.77,45.01,122203.0,27.86,9.04,199,8,57.73,58.5,7476,109.2,30.3,32.0,5568.0,5132.0,54.03,46.78,65.37
2022,Sindh,Karachi,Karachi South,District,Urban,Manufacturing,925911,179.26,5165.3,59.49,66.4,43.51,57200.0,21.48,9.68,308,22,61.03,65.43,3175,225.2,20.9,45.67,2793.0,1906.0,16.7,41.35,66.39
2023,Sindh,Karachi,Karachi South,District,Semi-Urban,Construction,986965,572.53,1723.9,66.44,68.48,54.65,97650.0,23.43,9.16,334,21,69.99,73.0,1608,233.6,20.6,28.17,3088.0,4301.0,27.64,40.15,66.1
2024,Sindh,Karachi,Karachi South,District,Urban,Services,956687,581.64,1644.8,66.77,73.19,48.99,90044.0,30.46,12.62,400,9,74.44,69.18,1663,188.4,32.0,18.3,2594.0,4384.0,48.53,45.11,63.99
2015,Sindh,Karachi,Karachi west,District,Rural,Services,968773,470.8,2057.7,55.53,67.26,35.62,48605.0,28.17,7.96,473,14,63.96,63.32,2217,160.7,25.9,19.35,2156.0,2056.0,15.65,45.07,62.08
2016,Sindh,Karachi,Karachi west,District,Rural,Services,985901,163.18,6041.9,57.12,66.5,48.33,72261.0,29.42,13.85,314,20,53.06,50.29,3208,258.1,24.1,22.43,3148.0,2218.0,26.03,54.3,64.41
2017,Sindh,Karachi,Karachi west,District,Rural,Manufacturing,1007895,154.88,6507.7,61.99,64.8,48.79,91723.0,35.79,11.46,256,22,57.65,66.11,1967,222.5,28.8,30.37,3674.0,3608.0,16.6,41.2,60.87
2018,Sindh,Karachi,Karachi west,District,Urban,Construction,1014923,158.16,6417.2,61.15,68.52,44.13,93570.0,26.49,9.97,289,11,67.13,66.46,3424,205.6,21.9,25.59,4044.0,4107.0,54.69,35.54,63.62
2019,Sindh,Karachi,Karachi west,District,Rural,Education,1017960,1229.32,828.1,52.95,57.43,37.06,57452.0,30.55,12.76,447,11,53.23,48.93,547,250.0,19.2,28.88,1685.0,3433.0,11.32,52.94,61.25
2020,Sindh,Karachi,Karachi west,District,Semi-Urban,Agriculture,1086473,143.06,7594.8,65.83,68.45,57.79,52459.0,26.76,12.61,311,23,70.19,73.4,6343,177.0,31.8,22.99,1916.0,2816.0,41.45,37.01,63.96
